Timestamp,Status,Message
2025-05-12 14:54:40,initialize,🚀 Starting report generation process...
2025-05-12 14:54:40,initialize,🚀 Request created: 20250512_2e1b5041
2025-05-12 14:54:40,config,🧱 Scanning configuration parameters
2025-05-12 14:54:40,config,🌐 Report language: English
2025-05-12 14:54:40,config,🏦 Your bank: Kookmin Bank
2025-05-12 14:54:40,config,"🏢 You are comparing with: KEB Hana Bank, Woori Bank, Shinhan Bank"
2025-05-12 14:54:40,config,"📊 The report will focus on: Market Share and Growth, Revenue and Profitability, Customer Acquisition Cost, Customer Lifetime Value, Digital Transformation Impact, Competitive Positioning"
2025-05-12 14:54:40,config,"📈 The report will track these metrics: Card Issuance Volume, Transaction Volume, Revenue per Card, Customer Retention Rate, Digital Adoption Rate, Market Share by Segment"
2025-05-12 14:54:40,config,"👥 The report will be tailored to these market segments: High Net Worth Individuals, Business Professionals, Digital-First Customers, Loyalty Program Members"
2025-05-12 14:54:40,config,"📋 The report will have these sections: Executive Summary, Premium Credit Card Product Comparison, Pricing and Fee Analysis, Rewards and Benefits Comparison, Digital Features and Mobile Banking, Customer Service and Support, Market Performance Metrics, Recommendations and Next Steps, Conclusion"
2025-05-12 14:54:40,config,📏 Strict structure: True
2025-05-12 14:54:40,config,🧪 Experimental mode: True
2025-05-12 14:54:40,config,📄 Report orientation: portrait
2025-05-12 14:54:40,info,💲 You can view the cost metrics for this request at http://127.0.1.1:8000/api/metrics/20250512_2e1b5041
2025-05-12 14:54:40,info,"ℹ️ To view the system log, please visit http://127.0.1.1:8000/api/logs/20250512_2e1b5041"
2025-05-12 14:54:40,generating,💭 Report generation process started. This may take a while.
2025-05-12 14:54:40,generating,📋 Generating Table of Contents...
2025-05-12 14:54:40,generating,📝 Generating Table of Contents with model: gemini-2.5-pro-preview-05-06
2025-05-12 14:54:40,generating,Generating content with gemini-2.5-pro-preview-05-06...
2025-05-12 14:54:40,error,"❌ Error generating content: {'error_type': 'ValueError', 'error_message': 'file uri and mime_type are required.', 'traceback': 'Traceback (most recent call last):\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/report_generator/toc_generator.py"", line 143, in table_of_contents_prompt\n    response = client.models.generate_content(\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/models.py"", line 4680, in generate_content\n    response = self._generate_content(\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/models.py"", line 3815, in _generate_content\n    request_dict = _GenerateContentParameters_to_vertex(\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/models.py"", line 1188, in _GenerateContentParameters_to_vertex\n    _GenerateContentConfig_to_vertex(\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/models.py"", line 972, in _GenerateContentConfig_to_vertex\n    t.t_content(api_client, getv(from_object, [\'system_instruction\'])),\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/_transformers.py"", line 293, in t_content\n    return types.Content(role=\'user\', parts=t_parts(client, content))\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/_transformers.py"", line 255, in t_parts\n    return [t_part(client, part) for part in parts]\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/_transformers.py"", line 255, in <listcomp>\n    return [t_part(client, part) for part in parts]\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/_transformers.py"", line 243, in t_part\n    raise ValueError(\'file uri and mime_type are required.\')\nValueError: file uri and mime_type are required.\n'}"
2025-05-12 14:54:40,error,"❌ Critical error in table_of_contents_prompt: {'error_type': 'ValueError', 'error_message': 'file uri and mime_type are required.', 'traceback': 'Traceback (most recent call last):\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/report_generator/toc_generator.py"", line 143, in table_of_contents_prompt\n    response = client.models.generate_content(\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/models.py"", line 4680, in generate_content\n    response = self._generate_content(\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/models.py"", line 3815, in _generate_content\n    request_dict = _GenerateContentParameters_to_vertex(\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/models.py"", line 1188, in _GenerateContentParameters_to_vertex\n    _GenerateContentConfig_to_vertex(\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/models.py"", line 972, in _GenerateContentConfig_to_vertex\n    t.t_content(api_client, getv(from_object, [\'system_instruction\'])),\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/_transformers.py"", line 293, in t_content\n    return types.Content(role=\'user\', parts=t_parts(client, content))\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/_transformers.py"", line 255, in t_parts\n    return [t_part(client, part) for part in parts]\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/_transformers.py"", line 255, in <listcomp>\n    return [t_part(client, part) for part in parts]\n  File ""/home/hungnq1@smartosc.com/gemini-report-generator/.venv/lib/python3.10/site-packages/google/genai/_transformers.py"", line 243, in t_part\n    raise ValueError(\'file uri and mime_type are required.\')\nValueError: file uri and mime_type are required.\n'}"
2025-05-12 14:54:41,generating,📝 Generating Table of Contents with model: gemini-2.5-pro-preview-05-06
2025-05-12 14:54:41,generating,Generating content with gemini-2.5-pro-preview-05-06...
