Timestamp,Status,Message
2025-05-09 15:21:56,initialize,🚀 Starting report generation process...
2025-05-09 15:21:56,initialize,🚀 Request created: 20250509_55c43ff8
2025-05-09 15:21:56,info,💲 You can view the cost metrics for this request at http://192.168.100.4:8000/api/metrics/20250509_55c43ff8
2025-05-09 15:21:56,info,"ℹ️ To view the system log, please visit http://192.168.100.4:8000/api/logs/20250509_55c43ff8"
2025-05-09 15:21:56,generating,💭 Report generation process started. This may take a while.
2025-05-09 15:21:56,generating,📋 Generating Table of Contents...
2025-05-09 15:22:52,generating,📋 Extracting Table of Contents...
2025-05-09 15:22:57,generating,📑 Report Title: KB국민은행 임원진을 위한 프리미엄 신용카드 시장 경쟁력 강화 전략: 주요 경쟁사 상품 심층 비교 분석
2025-05-09 15:22:57,generating,🔍 Found 7 sections to process
2025-05-09 15:22:57,generating,📝 Generating section 1: 주요 경쟁사 프리미엄 신용카드 상품 심층 비교 분석
2025-05-09 15:23:44,polishing,✨ Polishing section 1: 주요 경쟁사 프리미엄 신용카드 상품 심층 비교 분석
2025-05-09 15:24:33,generating,✅ Section 1 completed: 주요 경쟁사 프리미엄 신용카드 상품 심층 비교 분석
2025-05-09 15:24:33,saving,💾 Saving report files...
2025-05-09 15:24:34,saving,✅ PDF generated successfully: reports\20250509_152433_20250509_55c43ff8_korean.pdf
2025-05-09 15:24:34,uploading,📤 Uploading PDF to Google Cloud Storage...
2025-05-09 15:24:37,uploading,✅ PDF uploaded successfully to korean folder: korean/20250509_152433_20250509_55c43ff8_korean.pdf
2025-05-09 15:24:37,url,🌐 Public URL: https://storage.googleapis.com/credit-card-reports/korean/20250509_152433_20250509_55c43ff8_korean.pdf
2025-05-09 15:24:37,metrics,======================================================================
2025-05-09 15:24:37,metrics,📊 Overall Total Usage:
2025-05-09 15:24:37,metrics,"   ├─ Total Input Tokens:  18,856"
2025-05-09 15:24:37,metrics,"   ├─ Total Output Tokens: 15,709"
2025-05-09 15:24:37,metrics,"   └─ Total All Tokens:   34,565"
2025-05-09 15:24:37,metrics,   └─ Total Cost:         $0.115023
2025-05-09 15:24:37,metrics,======================================================================
2025-05-09 15:24:37,completed,✅ Report generation process completed!
